state,county,weight,count,state,n_the_tweets,mis_index_weight,mis_index_count
texas,duval,52.23186109441558,82,19.0,19.0,2.7490453207587144,4.315789473684211
texas,eastland,2.9357788112779772,3,,,,
texas,el paso,434.07413350709294,574,502.0,502.0,0.8646895089782728,1.1434262948207172
texas,galveston,29.71030425249867,55,58.0,58.0,0.5122466250430805,0.9482758620689655
texas,goliad,0.0130026574957471,1,1.0,1.0,0.0130026574957471,1.0
texas,gonzales,2.013002657495747,3,2.0,2.0,1.0065013287478735,1.5
texas,harris,1.0,1,9.0,9.0,0.1111111111111111,0.1111111111111111
texas,hemphill,1.0,1,,,,
texas,henderson,6.090826884689802,10,2.0,2.0,3.045413442344901,5.0
texas,hill,1.0,1,,,,
texas,hockley,0.1270866442054728,1,1.0,1.0,0.1270866442054728,1.0
texas,hood,3.1400893017012197,5,,,,
texas,houston,7065.49747899948,10151,5109.0,5109.0,1.3829511605009748,1.9868858876492463
texas,howard,0.1270866442054728,1,,,,
texas,jack,0.3940864817506029,1,2.0,2.0,0.19704324087530145,0.5
texas,jasper,2.442567114528253,4,,,,
texas,karnes,2.9152596077066786,5,,,,
texas,kaufman,3.1270866442054728,4,6.0,6.0,0.5211811073675788,0.6666666666666666
texas,kenedy,1.0,1,,,,
texas,lamar,1.0,1,,,,
texas,lampasas,5.092273190708231,7,3.0,3.0,1.6974243969027436,2.3333333333333335
texas,liberty,3.9357788112779772,4,7.0,7.0,0.5622541158968539,0.5714285714285714
texas,live oak,1.0,1,6.0,6.0,0.16666666666666666,0.16666666666666666
texas,lubbock,67.6174039962305,109,225.0,225.0,0.3005217955388022,0.48444444444444446
texas,maverick,1.0,1,,,,
texas,medina,1.0,1,,,,
texas,midland,54.00550601226212,75,39.0,39.0,1.3847565644169773,1.9230769230769231
texas,nacogdoches,9.178325481447251,14,23.0,23.0,0.39905762962814134,0.6086956521739131
texas,newton,1.0,1,,,,
texas,oldham,2.865317140649265,14,28.0,28.0,0.10233275502318803,0.5
texas,pecos,3.9357788112779772,4,,,,
texas,real,11.525127395776137,15,2.0,2.0,5.762563697888068,7.5
texas,red river,1.0,1,,,,
texas,refugio,0.1270866442054728,1,2.0,2.0,0.0635433221027364,0.5
texas,rockwall,13.758250125184077,19,18.0,18.0,0.7643472291768931,1.0555555555555556
texas,scurry,2.0,2,1.0,1.0,2.0,2.0
texas,sherman,9.97767786524253,15,22.0,22.0,0.45353081205647866,0.6818181818181818
texas,stonewall,0.3806366263072562,2,,,,
texas,sutton,1.1494290849784463,2,5.0,5.0,0.22988581699568927,0.4
texas,terrell,6.2541732884109456,8,2.0,2.0,3.1270866442054728,4.0
texas,terry,1.0130026574957471,2,,,,
texas,trinity,2.013002657495747,3,1.0,1.0,2.013002657495747,3.0
texas,uvalde,4.903644508281902,11,4.0,4.0,1.2259111270704754,2.75
texas,victoria,20.816703146505304,27,24.0,24.0,0.8673626311043877,1.125
texas,wharton,13.316049224120528,16,1.0,1.0,13.316049224120528,16.0
texas,wilson,0.9357788112779772,1,,,,
texas,yoakum,1.1270866442054728,2,,,,
texas,zapata,0.1903183131536281,1,2.0,2.0,0.09515915657681405,0.5
utah,rich,1.1494290849784463,2,3.0,3.0,0.38314302832614877,0.6666666666666666
utah,salt lake,240.85851627874376,362,836.0,836.0,0.2881082730606983,0.43301435406698563
utah,summit,0.1270866442054728,1,1.0,1.0,0.1270866442054728,1.0
utah,tooele,3.3113953024446507,56,6.0,6.0,0.5518992170741085,9.333333333333334
utah,weber,0.1494290849784464,1,,,,
vermont,bennington,2.0,2,3.0,3.0,0.6666666666666666,0.6666666666666666
vermont,caledonia,2.257189634929279,8,16.0,16.0,0.14107435218307993,0.5
vermont,rutland,1.3216300426556347,5,17.0,17.0,0.07774294368562557,0.29411764705882354
vermont,windsor,0.584404794904231,2,19.0,19.0,0.030758147100222687,0.10526315789473684
virginia,alexandria,66.53668963969155,94,341.0,341.0,0.1951222570078931,0.2756598240469208
virginia,amherst,1.1270866442054728,2,2.0,2.0,0.5635433221027364,1.0
virginia,arlington,46.05402414094179,73,418.0,418.0,0.11017709124627223,0.17464114832535885
virginia,augusta,4.190318313153628,5,3.0,3.0,1.3967727710512092,1.6666666666666667
virginia,bath,1.9011094368655852,12,65.0,65.0,0.02924783749023977,0.18461538461538463
virginia,bedford,4.256200115155411,10,21.0,21.0,0.20267619595978148,0.47619047619047616
virginia,botetourt,1.0,1,1.0,1.0,1.0,1.0
virginia,bristol,1.0,1,13.0,13.0,0.07692307692307693,0.07692307692307693
virginia,brunswick,1.394086481750603,2,,,,
virginia,buckingham,0.3940864817506029,1,4.0,4.0,0.09852162043765073,0.25
virginia,charlottesville,35.48806716699682,56,292.0,292.0,0.12153447659930418,0.1917808219178082
virginia,chesapeake,52.95221516243534,71,73.0,73.0,0.7253728104443197,0.9726027397260274
virginia,chesterfield,4.106296380049634,14,69.0,69.0,0.059511541739849766,0.2028985507246377
virginia,clarke,2.0,2,,,,
virginia,colonial heights,1.0,1,5.0,5.0,0.2,0.2
virginia,covington,2.0,2,2.0,2.0,1.0,1.0
virginia,culpeper,2.0,2,4.0,4.0,0.5,0.5
virginia,cumberland,0.3940864817506029,1,,,,
virginia,danville,42.31005738989268,56,31.0,31.0,1.36484056096428,1.8064516129032258
virginia,dinwiddie,2.0,2,9.0,9.0,0.2222222222222222,0.2222222222222222
virginia,essex,57.051388736683506,241,401.0,401.0,0.14227278986704117,0.600997506234414
virginia,fairfax,31.377244012147244,41,157.0,157.0,0.19985505740221174,0.2611464968152866
virginia,falls church,3.9945301409191627,7,50.0,50.0,0.07989060281838326,0.14
virginia,frederick,1.0,1,2.0,2.0,0.5,0.5
virginia,fredericksburg,32.09011081129996,49,93.0,93.0,0.3450549549602146,0.5268817204301075
virginia,galax,1.0,1,1.0,1.0,1.0,1.0
virginia,gloucester,2.3055526738470133,9,18.0,18.0,0.12808625965816742,0.5
virginia,goochland,1.0,1,3.0,3.0,0.3333333333333333,0.3333333333333333
virginia,halifax,6.8974944979548605,19,71.0,71.0,0.09714780983035015,0.2676056338028169
virginia,hampton,99.72175553881239,125,63.0,63.0,1.5828850085525776,1.9841269841269842
virginia,hanover,1.9282622652024257,5,6.0,6.0,0.3213770442004043,0.8333333333333334
virginia,harrisonburg,17.786370032315034,22,36.0,36.0,0.49406583423097317,0.6111111111111112
virginia,henrico,1.394086481750603,2,14.0,14.0,0.09957760583932877,0.14285714285714285
virginia,henry,0.1585410664249682,2,2.0,2.0,0.0792705332124841,1.0
virginia,hopewell,6.788172963501205,8,6.0,6.0,1.1313621605835342,1.3333333333333333
virginia,isle of wight,10.673117571807696,24,48.0,48.0,0.222356616079327,0.5
virginia,king george,0.1903183131536281,1,5.0,5.0,0.03806366263072562,0.2
virginia,lancaster,1.0,1,,,,
virginia,lexington,1.1903183131536281,2,10.0,10.0,0.11903183131536281,0.2
virginia,loudoun,2.092273190708231,4,14.0,14.0,0.14944808505058793,0.2857142857142857
virginia,lynchburg,18.920803504167328,30,87.0,87.0,0.21748050004790032,0.3448275862068966
virginia,manassas,14.028428933169454,20,37.0,37.0,0.3791467279234988,0.5405405405405406
virginia,manassas park,1.0,1,8.0,8.0,0.125,0.125
virginia,martinsville,6.0,6,15.0,15.0,0.4,0.4
virginia,middlesex,3.0,3,4.0,4.0,0.75,0.75
virginia,newport news,93.08508174483546,141,75.0,75.0,1.2411344232644728,1.88
virginia,norfolk,208.63497193457735,300,267.0,267.0,0.78140438926808,1.1235955056179776
virginia,northampton,2.6992125324639935,13,57.0,57.0,0.04735460583270164,0.22807017543859648
virginia,northumberland,2.8971674426569898,17,79.0,79.0,0.03667300560325303,0.21518987341772153
virginia,norton,0.6104253930489922,3,1.0,1.0,0.6104253930489922,3.0
virginia,page,2.06286545548345,3,,,,
virginia,petersburg,24.122330977269492,30,12.0,12.0,2.010194248105791,2.5
virginia,poquoson,3.442567114528253,5,2.0,2.0,1.7212835572641265,2.5
virginia,portsmouth,31.387356053973612,45,39.0,39.0,0.8048040013839388,1.1538461538461537
virginia,prince george,0.0260205981447612,1,35.0,35.0,0.0007434456612788914,0.02857142857142857
virginia,radford,6.673290848532442,10,15.0,15.0,0.44488605656882946,0.6666666666666666
virginia,richmond,458.5833884773447,635,799.0,799.0,0.573946668932847,0.7947434292866082
virginia,roanoke,45.35378200201476,58,123.0,123.0,0.36872993497572976,0.4715447154471545
virginia,salem,2.0,2,15.0,15.0,0.13333333333333333,0.13333333333333333
virginia,scott,0.0130026574957471,1,,,,
virginia,southampton,7.740815551045609,34,113.0,113.0,0.06850279248712927,0.3008849557522124
virginia,stafford,7.272234748631034,14,40.0,40.0,0.18180586871577584,0.35
virginia,staunton,2.9603235519110385,7,29.0,29.0,0.10208012247969098,0.2413793103448276
virginia,suffolk,20.204526794052054,28,24.0,24.0,0.8418552830855023,1.1666666666666667
virginia,sussex,6.564421466893117,12,50.0,50.0,0.13128842933786233,0.24
virginia,virginia beach,219.08015500583406,326,387.0,387.0,0.5660985917463413,0.8423772609819121
virginia,waynesboro,1.420107079895364,3,14.0,14.0,0.10143621999252601,0.21428571428571427
virginia,williamsburg,17.888281025280676,25,81.0,81.0,0.2208429756207491,0.30864197530864196
virginia,winchester,10.05377913763439,20,45.0,45.0,0.2234173141696531,0.4444444444444444
virginia,york,7.78540774924958,27,109.0,109.0,0.07142575916742734,0.24770642201834864
washington,benton,1.0,1,1.0,1.0,1.0,1.0
washington,chelan,1.1903183131536281,2,1.0,1.0,1.1903183131536281,2.0
washington,island,6.626464257313321,10,7.0,7.0,0.9466377510447602,1.4285714285714286
washington,king,4.876959388352479,9,17.0,17.0,0.28687996402073407,0.5294117647058824
washington,kitsap,0.9357788112779772,1,5.0,5.0,0.18715576225559544,0.2
washington,pacific,1.0,1,3.0,3.0,0.3333333333333333,0.3333333333333333
washington,san juan,1.6482597701615485,4,3.0,3.0,0.5494199233871828,1.3333333333333333
washington,skagit,1.0130026574957471,2,1.0,1.0,1.0130026574957471,2.0
washington,snohomish,4.079270533212484,5,40.0,40.0,0.1019817633303121,0.125
washington,spokane,74.89425807975923,109,337.0,337.0,0.2222381545393449,0.32344213649851633
washington,walla walla,3.534175783451823,6,13.0,13.0,0.27185967565014024,0.46153846153846156
washington,whitman,0.3940864817506029,1,,,,
washington,yakima,19.38445946313298,27,33.0,33.0,0.5874078625191812,0.8181818181818182
west virginia,boone,1.0,1,2.0,2.0,0.5,0.5
west virginia,brooke,1.0,1,,,,
west virginia,hampshire,20.092524167655885,56,104.0,104.0,0.19319734776592196,0.5384615384615384
west virginia,lewis,1.0,1,,,,
west virginia,preston,4.221131407647734,16,45.0,45.0,0.09380292016994965,0.35555555555555557
west virginia,webster,1.0,1,1.0,1.0,1.0,1.0
wisconsin,brown,3.0725843014190892,5,4.0,4.0,0.7681460753547723,1.25
wisconsin,calumet,2.0,2,,,,
wisconsin,eau claire,4.62516100430633,11,47.0,47.0,0.09840768094268787,0.23404255319148937
wisconsin,florence,4.32986529302858,5,4.0,4.0,1.082466323257145,1.25
wisconsin,fond du lac,2.420107079895364,4,22.0,22.0,0.11000486726797108,0.18181818181818182
wisconsin,forest,5.559107233045778,10,10.0,10.0,0.5559107233045778,1.0
wisconsin,grant,1.0260205981447612,2,,,,
wisconsin,green lake,0.7881729635012058,2,,,,
wisconsin,jefferson,1.0,1,3.0,3.0,0.3333333333333333,0.3333333333333333
wisconsin,kenosha,38.11261089933613,49,53.0,53.0,0.7191058660252101,0.9245283018867925
wisconsin,la crosse,13.346558446672363,21,55.0,55.0,0.2426646990304066,0.38181818181818183
wisconsin,manitowoc,1.0,1,3.0,3.0,0.3333333333333333,0.3333333333333333
wisconsin,marathon,7.189952099688923,9,1.0,1.0,7.189952099688923,9.0
wisconsin,marinette,1.1494290849784463,2,7.0,7.0,0.1642041549969209,0.2857142857142857
wisconsin,milwaukee,727.677327589896,1015,1068.0,1068.0,0.6813458123500898,0.950374531835206
wisconsin,oconto,2.0,2,2.0,2.0,1.0,1.0
wisconsin,polk,4.0,4,,,,
wisconsin,racine,30.62268895062181,44,40.0,40.0,0.7655672237655453,1.1
wisconsin,rock,1.0,1,2.0,2.0,0.5,0.5
wisconsin,sheboygan,6.2761321250071544,12,27.0,27.0,0.23244933796322795,0.4444444444444444
wisconsin,waukesha,4.417269552669801,9,38.0,38.0,0.1162439355965737,0.23684210526315788
wisconsin,winnebago,0.1903183131536281,1,,,,
wyoming,big horn,1.0,1,1.0,1.0,1.0,1.0
wyoming,hot springs,1.0,1,,,,
wyoming,laramie,10.811455663197341,15,36.0,36.0,0.3003182128665928,0.4166666666666667
wyoming,park,1.0,1,,,,
wyoming,sheridan,2.0484806327776504,3,16.0,16.0,0.12803003954860315,0.1875
